CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
655.0,Germany,Female,41,3,0.0,2,0,0,137490.47,1
684.0,France,Female,46,7,43647.43,1,1,0,108801.01,0
724.0,France,Male,49,2,207307.07,2,1,1,41381.39,1
524.0,France,Male,30,2,48361.4,1,0,1,173492.29,0
603.0,France,Male,40,9,0.0,1,0,1,117318.76,0
784.0,France,Female,21,7,0.0,1,1,0,49288.89,0
651.0,Spain,Male,59,6,144020.18,2,1,1,21870.28,0
603.0,France,Female,48,8,191574.17,2,0,0,19789.95,1
652.0,France,Female,40,1,0.0,1,1,0,115457.05,0
436.0,Spain,Male,32,3,35776.37,2,0,0,163764.93,0
591.0,Germany,Male,41,6,0.0,2,1,1,72333.29,0
652.0,Spain,Male,42,3,0.0,2,1,1,131098.83,0
613.0,France,Male,35,0,140331.81,2,1,0,193538.39,0
680.0,France,Male,43,1,0.0,1,0,0,187202.38,0
601.0,France,Female,52,9,33149.27,1,1,0,87070.16,1
522.0,France,Male,45,7,112904.1,1,1,1,158890.01,0
788.0,Spain,Male,38,9,136396.78,2,1,1,24145.63,0
679.0,Germany,Male,36,7,75685.82,1,1,1,77158.21,0
735.0,France,Female,34,4,59989.88,1,1,0,133183.44,0
613.0,Spain,Female,38,1,0.0,1,1,0,140943.71,1
512.0,Spain,Male,28,4,171807.68,2,0,0,31099.06,0
744.0,Spain,Female,49,1,0.0,1,0,0,162415.26,0
630.0,France,Female,44,0,99434.3,1,1,1,43789.77,0
530.0,France,Male,66,6,0.0,1,1,1,75721.57,0
774.0,France,Female,30,10,0.0,2,1,0,190302.45,1
690.0,France,Female,48,6,260000.0,2,1,0,14436.93,1
715.0,Germany,Female,48,5,120046.73,1,1,0,65509.59,1
639.0,Spain,Female,28,5,200984.73,1,1,0,54579.83,0
677.0,Spain,Male,38,2,63073.44,2,1,1,65074.42,0
760.0,France,Female,27,7,110601.75,1,0,1,41490.95,0
578.0,France,Male,36,8,0.0,1,1,1,186151.07,0
530.0,France,Male,42,3,0.0,2,1,1,87230.9,0
665.0,France,Female,27,9,0.0,2,1,0,140797.98,0
567.0,Germany,Female,36,4,72104.24,1,1,0,124703.64,0
732.0,France,Male,52,3,0.0,1,1,0,138172.57,0
745.0,Germany,Male,36,7,0.0,2,1,1,57863.79,0
562.0,France,Male,29,9,55680.3,2,1,1,114846.65,0
546.0,France,Male,44,8,0.0,1,1,0,76495.9,0
665.0,France,Male,40,5,0.0,2,1,1,66582.14,0
505.0,France,Male,46,10,78987.49,2,0,1,177190.5,0
723.0,France,Female,36,4,25929.13,1,1,0,18917.48,0
770.0,France,Male,33,3,50374.93,2,1,1,174715.07,0
499.0,Germany,Male,36,6,30177.64,1,1,0,179070.4,1
771.0,France,Male,50,0,0.0,2,1,0,93285.87,0
736.0,France,Male,29,5,0.0,1,0,1,63227.0,0
718.0,France,Male,53,1,118465.81,2,0,0,44959.99,1
530.0,France,Male,40,2,83511.89,1,1,0,50727.85,0
636.0,France,Female,52,3,138464.86,1,0,1,129732.98,0
686.0,Spain,Female,24,8,17025.73,1,1,0,145996.61,0
693.0,Germany,Female,65,6,260000.0,1,1,1,109529.22,0
626.0,France,Female,18,4,46671.24,1,0,0,173934.36,0
716.0,France,Female,23,7,45572.32,2,1,1,195720.71,0
541.0,Spain,Female,28,8,136273.33,4,1,1,171224.57,1
633.0,France,Male,19,2,117325.52,1,1,1,174270.64,0
757.0,Spain,Female,40,10,43999.15,2,0,1,170705.87,0
605.0,Germany,Male,53,2,0.0,1,0,0,73373.0,0
521.0,Germany,Male,40,1,0.0,4,1,1,23134.14,1
750.0,Spain,Female,37,10,76865.81,1,0,0,174750.72,1
610.0,Germany,Female,40,2,65804.34,1,1,0,16518.08,0
692.0,Spain,Male,30,4,38238.67,2,0,1,184060.81,0
552.0,Germany,Female,37,3,196623.1,1,1,0,140751.68,1
555.0,Spain,Female,33,9,87215.68,1,1,0,66744.05,0
597.0,Spain,Male,54,8,0.0,1,1,0,23947.29,1
598.0,France,Female,51,7,195796.29,1,1,0,128900.73,0
617.0,Spain,Female,34,0,0.0,1,1,0,49195.86,0
747.0,France,Male,21,2,80166.15,2,0,1,25692.09,0
669.0,France,Male,40,10,0.0,1,1,0,47972.12,0
653.0,Spain,Female,18,2,194461.41,2,1,0,103997.54,0
499.0,France,Female,41,4,161943.26,1,1,1,78067.83,0
691.0,France,Female,39,6,175199.02,2,0,0,50534.55,0
716.0,Germany,Female,34,6,0.0,2,0,0,120561.2,0
706.0,Germany,Male,48,3,159150.35,1,1,0,144231.1,1
558.0,Germany,Male,29,9,0.0,2,0,0,92755.64,0
552.0,France,Male,22,4,0.0,2,1,1,132216.88,0
719.0,Spain,Female,43,9,125074.41,2,0,1,72463.32,0
787.0,Germany,Male,32,3,46863.17,1,1,0,157999.08,0
568.0,Spain,Male,48,9,0.0,2,0,1,183794.78,0
613.0,Germany,Male,44,10,0.0,1,1,0,177593.72,0
537.0,France,Male,39,3,52731.31,2,1,1,3319.73,0
755.0,France,Male,21,0,0.0,1,1,0,1489.54,0
617.0,Spain,Male,37,9,116522.66,1,1,1,195934.05,0
521.0,France,Male,36,0,12782.56,2,1,1,59592.81,0
730.0,Spain,Male,31,5,175643.58,2,1,0,136157.86,0
701.0,France,Male,33,6,0.0,1,1,0,80194.21,0
624.0,Germany,Male,50,4,88175.33,2,0,0,189560.53,0
532.0,Germany,Male,35,8,54090.34,1,0,0,126400.84,0
645.0,Germany,Male,45,4,0.0,2,0,1,69577.7,0
695.0,Germany,Female,38,9,88665.95,2,1,1,144148.48,0
703.0,Germany,Male,41,9,46217.5,2,0,0,71768.22,1
594.0,Germany,Female,47,10,140576.52,2,1,0,84313.42,0
577.0,France,Male,32,7,0.0,2,1,0,19824.53,0
543.0,Spain,Female,42,4,151954.47,2,1,1,96237.54,0
512.0,France,Female,47,6,0.0,2,1,1,86953.52,0
721.0,France,Female,44,2,88241.41,2,0,1,186981.18,1
652.0,France,Female,40,0,69370.41,1,1,1,164243.4,0
812.0,France,Female,34,9,134111.46,2,1,1,8393.11,0
587.0,Spain,Female,61,3,0.0,1,1,1,171243.4,0
643.0,Germany,Male,26,7,172552.71,1,1,0,92936.3,0
350.0,Germany,Male,46,10,19847.05,2,1,0,173236.47,1
633.0,France,Male,42,9,0.0,2,0,0,184941.73,0
571.0,Spain,Female,27,10,0.0,1,1,0,52398.44,0
559.0,Germany,Male,50,2,61243.05,1,1,1,13895.13,0
567.0,Germany,Male,28,0,42226.14,2,0,0,180132.79,0
395.0,France,Male,54,1,87413.1,1,1,1,91180.87,0
769.0,France,Female,35,4,42168.82,1,0,1,22984.98,0
619.0,Spain,Male,43,5,109571.27,1,0,0,118761.95,0
731.0,France,Female,28,4,0.0,1,1,1,57853.74,0
677.0,France,Female,47,5,0.0,1,1,1,114166.46,0
549.0,France,Female,51,5,0.0,1,1,1,161352.3,0
756.0,France,Male,44,9,134381.85,1,1,1,136743.45,0
556.0,Spain,Female,33,9,156255.69,1,1,0,98165.99,0
553.0,France,Female,27,0,70401.92,2,0,1,60123.41,0
597.0,Spain,Male,19,5,70770.2,2,1,1,119583.53,0
715.0,France,Male,41,4,75394.55,2,1,1,41544.94,0
647.0,France,Male,52,3,97712.08,1,1,1,180898.37,0
719.0,France,Female,38,1,0.0,2,0,1,181621.39,0
616.0,France,Male,35,9,187392.21,1,0,1,56503.58,0
709.0,France,Male,36,8,0.0,1,1,0,14276.17,0
433.0,Germany,Male,51,10,0.0,2,1,1,119459.48,0
635.0,Germany,Female,44,0,0.0,1,1,0,131608.97,0
717.0,Spain,Female,22,3,0.0,1,1,1,86723.45,0
712.0,France,Male,41,2,0.0,2,1,0,171878.99,0
574.0,France,Female,29,2,73068.91,2,1,1,110210.16,0
724.0,Spain,Male,32,2,110619.65,2,0,0,133088.33,0
633.0,France,Male,45,8,63186.46,1,1,1,119493.75,0
652.0,Spain,Male,67,3,90476.89,2,1,0,139754.85,0
749.0,Spain,Male,54,5,0.0,2,0,0,198466.5,0
575.0,France,Male,43,8,0.0,2,1,1,100751.37,0
737.0,France,Male,34,3,81942.3,1,1,0,41261.4,0
686.0,France,Male,48,10,0.0,1,1,1,74054.4,0
633.0,France,Female,29,1,0.0,1,1,0,125799.01,0
743.0,Germany,Male,21,8,24814.47,1,1,0,96709.21,1
630.0,Spain,Female,41,9,0.0,2,1,1,97094.24,0
760.0,Germany,Male,35,1,0.0,1,1,0,120509.5,0
603.0,France,Female,37,0,122273.14,1,1,1,67567.41,0
657.0,France,Male,29,6,66102.34,2,1,1,118070.48,0
716.0,Spain,Male,28,10,0.0,2,1,0,70188.49,0
722.0,Spain,Female,44,2,0.0,2,1,0,190168.69,1
507.0,France,Male,48,1,100930.5,1,1,0,13016.63,0
703.0,France,Male,40,8,0.0,2,1,0,156481.01,0
658.0,Germany,Male,44,10,131185.35,1,1,1,164041.05,0
628.0,France,Female,18,8,0.0,2,1,1,87662.55,0
723.0,Germany,Female,28,9,169200.63,2,0,1,18454.96,0
554.0,Spain,Male,47,3,64673.21,2,0,0,43907.72,1
620.0,Spain,Male,37,10,0.0,1,0,0,5310.8,0
413.0,France,Female,34,5,120551.46,2,1,0,132367.49,1
699.0,France,Female,21,9,52877.22,1,1,1,46225.98,0
693.0,France,Male,38,1,0.0,1,1,0,22304.82,0
553.0,France,Female,39,5,0.0,2,1,1,81777.62,0
534.0,France,Female,43,5,106916.9,2,1,1,74155.48,0
550.0,Germany,Male,47,7,0.0,1,0,0,85651.47,1
835.0,Germany,Female,24,9,0.0,3,1,1,135661.17,0
551.0,Germany,Male,58,2,116415.74,2,0,1,166650.34,0
706.0,France,Male,29,0,1565.77,1,1,1,163974.02,0
651.0,Germany,Female,23,0,164920.84,4,1,1,125778.45,1
774.0,Germany,Female,18,7,0.0,1,0,1,99614.36,0
745.0,France,Female,18,1,0.0,1,1,1,22539.41,0
848.0,France,Female,26,10,172099.41,1,0,0,120720.46,0
570.0,France,Female,43,0,86189.19,1,0,1,7083.25,0
675.0,France,Male,34,7,193521.61,2,1,1,19754.4,0
524.0,France,Female,29,5,0.0,2,1,1,35303.63,0
850.0,Spain,Male,21,0,230672.55,1,0,0,105225.88,0
693.0,France,Male,33,9,129537.75,2,0,0,26763.85,0
389.0,France,Female,27,3,0.0,1,1,0,189288.67,0
675.0,France,Male,35,1,0.0,1,1,0,162004.73,0
750.0,Spain,Female,34,6,121097.92,2,1,1,83464.95,0
618.0,France,Female,42,2,0.0,2,1,0,33223.4,1
673.0,France,Male,21,4,0.0,1,0,1,147370.93,0
697.0,France,Male,36,4,128767.59,1,1,1,189628.5,0
700.0,France,Female,48,5,0.0,2,0,0,14967.08,0
683.0,France,Male,32,10,0.0,2,0,0,91191.76,0
480.0,Spain,Male,39,5,0.0,1,0,0,15718.93,0
747.0,Spain,Male,39,7,0.0,1,1,1,67120.24,0
413.0,Spain,Female,31,2,62519.05,4,0,0,75001.18,0
690.0,Germany,Female,39,6,0.0,1,0,1,183660.69,0
620.0,France,Male,28,2,0.0,2,1,0,118787.67,0
750.0,France,Male,51,3,58587.81,1,1,0,174523.9,0
519.0,France,Female,54,8,70473.55,1,1,1,136353.12,0
722.0,Germany,Female,72,3,103151.4,2,0,1,62141.43,0
738.0,Spain,Male,41,4,0.0,1,1,1,119894.87,0
575.0,France,Male,40,3,0.0,1,1,0,135242.75,0
560.0,Germany,Female,34,3,138016.26,2,0,0,83508.98,0
624.0,France,Female,31,7,0.0,1,1,1,148529.1,0
636.0,Germany,Male,23,1,109334.01,1,1,0,37274.68,0
833.0,France,Female,47,3,210980.2,2,1,0,82196.71,0
662.0,France,Male,60,3,0.0,2,1,1,127551.36,0
546.0,France,Male,21,5,0.0,2,1,1,102979.56,0
556.0,Germany,Female,18,0,0.0,1,0,0,179631.98,0
655.0,France,Female,59,5,0.0,1,1,1,90640.08,0
667.0,Spain,Female,36,6,175305.58,2,1,1,98957.01,0
505.0,France,Female,41,0,187542.76,2,1,1,99378.4,0
841.0,Spain,Male,27,10,16357.89,2,1,1,154670.97,0
536.0,France,Male,23,10,0.0,1,1,0,37468.35,0
813.0,France,Male,26,2,0.0,2,1,0,146868.83,0
504.0,Germany,Male,43,4,49098.65,2,0,0,110390.11,1
533.0,France,Female,54,0,160120.85,2,0,1,24174.78,0
682.0,Spain,Female,58,6,0.0,1,1,0,138704.83,0
751.0,France,Female,25,7,61531.39,1,1,1,194269.19,0
669.0,France,Female,62,4,82980.1,2,0,1,190971.28,0
715.0,Germany,Female,36,9,73517.8,1,0,0,156333.36,0
618.0,France,Female,21,3,37296.18,1,1,1,123957.87,0
696.0,France,Male,48,6,0.0,1,1,0,23804.99,0
527.0,Spain,Male,35,9,0.0,2,1,1,46734.97,0
390.0,Spain,Male,52,7,31606.34,1,0,0,65511.13,0
483.0,France,Male,34,8,0.0,2,0,1,49664.12,0
662.0,France,Female,49,4,0.0,1,1,1,144807.69,0
656.0,Germany,Female,46,5,0.0,1,0,1,2318.41,1
692.0,Germany,Female,49,1,104852.98,4,1,1,195818.7,1
623.0,France,Male,55,9,0.0,2,0,0,85062.39,1
556.0,Spain,Male,35,0,23864.01,1,0,0,62797.01,0
696.0,France,Male,50,3,177759.97,1,1,0,173494.83,0
553.0,Spain,Female,55,9,0.0,2,0,0,156633.21,1
500.0,France,Male,51,7,0.0,1,1,1,73223.2,0
457.0,Spain,Female,43,8,126297.97,2,1,1,124719.68,0
586.0,France,Male,39,5,25053.87,1,0,0,60203.55,1
630.0,Spain,Male,43,2,65718.1,1,0,0,22610.35,0
706.0,Germany,Male,33,1,0.0,1,0,0,3717.15,0
599.0,Germany,Male,48,4,0.0,1,0,1,5342.51,0
730.0,France,Male,18,7,176082.79,2,0,1,143586.08,0
674.0,Spain,Male,22,0,156320.82,2,1,1,100079.91,0
604.0,France,Male,34,6,0.0,2,1,1,4945.16,0
850.0,France,Male,42,8,103942.05,2,1,0,118799.16,1
512.0,Germany,Female,38,7,0.0,1,0,1,194657.74,1
538.0,Germany,Male,39,8,61672.62,1,0,0,80774.46,1
607.0,Spain,Female,41,2,0.0,2,1,1,93551.7,1
599.0,Spain,Male,45,0,0.0,1,0,1,25305.61,0
658.0,Germany,Female,55,10,142301.95,2,1,1,149274.15,1
565.0,France,Female,38,6,28477.56,2,1,1,108314.91,0
494.0,France,Female,45,3,37241.6,2,1,1,14519.13,0
661.0,Spain,Female,35,10,219187.62,1,1,1,103958.82,0
717.0,Spain,Female,20,2,0.0,1,1,0,144820.82,0
717.0,France,Male,25,4,0.0,1,1,1,103443.88,0
705.0,Germany,Male,34,3,58005.63,1,1,0,43105.49,0
640.0,France,Male,38,7,75312.13,2,1,1,48917.68,0
554.0,France,Female,37,5,0.0,1,1,1,57743.86,0
598.0,Spain,Female,38,3,19266.59,2,1,0,191538.18,0
598.0,France,Male,43,8,0.0,1,0,0,144157.85,1
725.0,Germany,Male,25,1,0.0,2,0,1,95805.06,0
694.0,France,Male,32,7,0.0,2,1,0,40613.28,0
679.0,France,Male,44,2,0.0,1,1,0,163766.24,0
531.0,Spain,Male,41,8,65873.8,2,1,1,13995.03,0
625.0,Germany,Male,48,9,0.0,1,0,1,46968.84,0
610.0,Germany,Male,34,10,112858.3,1,1,0,166806.65,0
601.0,France,Male,34,9,181337.22,2,0,1,17734.46,0
593.0,Spain,Male,39,3,0.0,1,1,1,34855.99,0
629.0,France,Female,30,1,0.0,1,0,1,147643.79,0
522.0,France,Male,53,5,0.0,2,1,1,28834.73,0
570.0,France,Male,39,6,0.0,2,1,1,152863.19,0
613.0,Germany,Male,28,9,0.0,2,1,0,61376.25,0
666.0,Germany,Male,35,7,66240.71,1,1,0,14111.07,1
481.0,France,Female,35,6,73756.35,4,1,0,8779.19,1
746.0,France,Male,44,1,169936.06,1,1,1,199729.03,1
680.0,France,Male,27,8,137690.74,1,1,0,43345.77,0
633.0,Spain,Male,45,2,0.0,1,0,1,52752.08,0
609.0,Spain,Male,36,3,0.0,1,0,1,94659.85,0
630.0,France,Male,34,6,65091.21,1,1,1,72620.13,0
664.0,Spain,Female,40,1,32373.13,2,1,1,109157.24,0
792.0,Germany,Female,35,3,125283.84,1,1,1,119811.46,0
712.0,France,Male,18,0,0.0,3,1,1,176581.3,0
683.0,Spain,Female,37,2,7030.28,1,1,0,74466.2,1
792.0,Spain,Male,26,2,0.0,1,1,0,120731.17,0
711.0,France,Female,39,10,128163.8,1,0,1,197637.44,0
752.0,Spain,Male,38,10,102093.82,2,1,0,144988.58,0
648.0,France,Male,34,7,44300.2,2,1,1,169271.46,0
650.0,France,Female,38,9,89709.49,2,1,0,60213.94,0
756.0,France,Female,46,9,103347.33,2,1,1,93845.35,0
578.0,France,Female,21,10,31776.18,2,0,1,4284.09,0
621.0,Germany,Female,48,7,0.0,1,1,0,122867.57,1
584.0,France,Male,21,3,0.0,2,0,1,149767.63,0
731.0,Germany,Male,39,8,0.0,2,1,1,189014.78,0
688.0,Germany,Female,36,1,36061.21,1,1,0,10166.23,1
771.0,Germany,Male,34,9,101882.93,1,1,1,89921.54,0
509.0,France,Female,27,3,67148.93,1,1,0,47545.39,1
580.0,France,Male,46,9,90634.16,1,1,0,415.19,0
760.0,Germany,Male,56,6,0.0,2,1,0,134022.15,1
544.0,Germany,Female,47,9,235645.15,1,0,0,199993.13,0
641.0,Germany,Male,52,5,124761.94,1,1,1,135974.28,0
628.0,Spain,Female,56,5,46261.61,1,1,0,138432.09,0
741.0,France,Male,40,6,0.0,2,1,0,89635.03,1
736.0,France,Female,45,10,51101.04,1,0,1,133091.36,0
570.0,France,Female,40,0,71881.39,2,0,1,124476.66,0
775.0,Spain,Male,42,9,149571.71,2,1,1,174506.16,0
678.0,France,Male,31,5,98709.32,1,1,1,72328.32,0
675.0,Spain,Female,41,3,69325.84,2,1,0,161831.84,0
464.0,France,Female,29,2,7862.54,1,1,1,14206.02,0
700.0,France,Female,39,2,0.0,2,0,1,119437.98,0
601.0,Spain,Female,32,3,114563.49,2,1,1,178088.26,0
676.0,Spain,Female,33,4,88182.99,2,1,1,23471.71,0
565.0,France,Female,43,2,0.0,1,1,1,195832.4,0
647.0,Germany,Male,25,10,0.0,2,1,1,29744.95,0
668.0,Spain,Female,45,10,119324.41,1,1,0,157046.04,0
580.0,Germany,Female,35,5,138233.29,1,0,0,77398.69,1
680.0,Spain,Female,44,4,18915.34,1,0,0,69365.17,0
557.0,France,Male,35,4,0.0,1,1,0,125730.51,0
562.0,Spain,Male,31,7,0.0,2,0,1,82077.52,0
629.0,Spain,Male,40,0,0.0,2,1,1,85427.41,0
564.0,France,Male,42,10,162472.25,2,1,1,144753.03,0
471.0,France,Male,28,6,0.0,3,1,0,162532.43,1
602.0,Germany,Female,32,8,41959.15,2,0,0,147368.76,1
664.0,France,Male,53,0,143132.3,2,1,0,21475.77,1
535.0,France,Male,49,0,99871.34,2,1,0,122471.24,0
547.0,Germany,Female,24,6,36068.9,1,1,0,50562.47,0
718.0,Spain,Female,58,2,148276.95,2,1,1,148134.44,0
651.0,France,Male,52,8,138985.36,2,1,0,136014.12,0
608.0,France,Male,41,5,195987.52,1,1,1,94452.76,0
612.0,France,Female,46,2,108247.69,1,1,1,183625.95,0
826.0,France,Male,49,4,54282.27,2,1,1,54943.51,0
570.0,Germany,Male,37,1,0.0,2,1,1,163092.39,0
551.0,France,Female,54,1,172255.79,1,0,1,34053.85,0
762.0,France,Female,46,9,0.0,2,1,0,115871.65,0
607.0,France,Female,38,5,173766.91,3,1,0,87372.07,1
670.0,Germany,Male,40,5,147732.52,1,1,0,15741.68,1
567.0,France,Male,47,8,171618.67,1,1,0,78603.53,0
677.0,Spain,Male,42,2,206843.64,2,1,0,188924.97,0
690.0,Germany,Male,56,1,0.0,2,1,1,44813.88,0
609.0,France,Female,34,8,0.0,2,0,1,136276.39,0
695.0,Germany,Male,31,4,0.0,1,0,1,133949.41,0
527.0,France,Male,35,5,0.0,1,1,1,179066.74,0
781.0,France,Male,58,8,149564.43,1,0,0,21805.77,0
803.0,Spain,Male,45,6,106804.96,1,1,0,94431.71,0
717.0,France,Female,19,1,86072.1,2,1,1,157208.93,0
814.0,France,Male,27,6,0.0,1,1,1,24502.16,0
699.0,Spain,Female,50,6,193193.56,2,0,1,195705.26,0
779.0,France,Male,37,8,0.0,1,1,1,117254.04,0
623.0,Spain,Male,45,7,27313.74,1,1,0,117054.17,0
832.0,Spain,Female,44,2,0.0,1,1,0,27642.34,0
608.0,Germany,Male,43,3,0.0,2,1,1,197854.87,0
617.0,France,Male,28,7,116330.63,2,1,0,117294.46,1
541.0,Germany,Female,52,9,143184.44,1,0,1,91564.15,1
715.0,Spain,Male,30,3,133057.01,2,0,0,119192.74,0
583.0,France,Female,41,1,0.0,1,1,0,135448.36,0
718.0,France,Female,54,7,0.0,1,0,0,119776.25,0
611.0,Germany,Female,42,0,0.0,2,0,0,170584.04,1
807.0,Spain,Male,36,5,0.0,1,0,0,122744.66,1
749.0,France,Female,26,2,197794.69,3,1,0,196991.38,1
619.0,France,Male,45,3,40471.75,1,1,0,103191.43,0
677.0,Spain,Female,57,4,116965.61,1,0,0,34474.95,0
766.0,France,Female,34,1,0.0,2,0,1,176378.43,0
687.0,Spain,Female,32,10,127441.95,1,1,1,56176.14,0
753.0,Germany,Female,36,6,199248.47,2,0,0,166368.19,1
527.0,Germany,Female,18,0,0.0,1,1,0,10682.8,1
474.0,France,Female,37,10,0.0,1,1,1,36238.2,0
634.0,Spain,Male,41,6,0.0,2,1,1,86814.65,0
722.0,Spain,Male,25,6,112703.31,1,0,1,175133.22,0
649.0,Germany,Male,48,10,110848.79,2,1,1,133909.1,1
593.0,France,Male,34,3,82518.63,2,0,1,93508.71,0
697.0,Spain,Female,29,3,0.0,2,1,0,39056.82,0
634.0,France,Male,34,4,1982.37,2,1,1,48458.76,0
562.0,France,Female,57,7,0.0,1,1,1,165669.46,0
832.0,Spain,Female,42,5,99967.74,2,1,0,53913.36,1
562.0,Germany,Female,39,1,24643.27,2,1,1,72143.62,0
527.0,France,Female,32,1,0.0,1,1,0,36875.55,1
647.0,France,Male,35,8,138070.31,1,0,0,115177.5,0
795.0,Germany,Male,31,10,0.0,1,0,1,132035.57,0
497.0,Spain,Male,69,0,0.0,2,0,1,61623.75,0
631.0,France,Male,35,5,166849.88,1,1,1,81622.41,0
850.0,France,Female,41,9,167518.46,2,1,1,89558.66,0
696.0,Germany,Male,28,8,0.0,2,1,1,175174.37,0
598.0,Germany,Male,48,4,248324.83,2,1,1,171590.42,0
539.0,France,Female,32,1,0.0,1,1,1,1830.39,0
685.0,Germany,Male,33,10,64118.49,2,1,0,160161.0,0
616.0,France,Male,48,7,3280.59,2,1,0,66757.79,0
662.0,Spain,Female,53,9,0.0,2,1,1,131666.04,0
668.0,France,Male,43,9,0.0,1,1,0,69880.31,0
464.0,France,Male,46,10,0.0,1,1,0,67359.1,0
466.0,France,Male,32,8,0.0,1,0,0,148808.73,0
620.0,France,Male,52,6,33908.03,2,1,0,151900.51,0
510.0,Germany,Female,53,10,0.0,2,1,0,136641.9,1
661.0,Germany,Male,21,2,45400.23,2,0,1,108962.18,0
479.0,Germany,Male,29,2,44723.97,2,1,0,104365.22,0
568.0,Germany,Female,33,8,40050.99,2,0,0,113355.17,0
577.0,Germany,Male,52,6,0.0,1,1,1,81866.79,0
478.0,France,Male,37,2,0.0,2,1,0,65458.61,1
624.0,Germany,Male,20,10,100998.43,3,1,0,136572.23,1
455.0,France,Female,26,2,0.0,2,1,0,17908.65,0
687.0,Spain,Female,44,9,0.0,2,1,1,104086.8,0
528.0,Spain,Male,37,3,0.0,1,1,1,131118.24,0
756.0,France,Female,28,8,0.0,2,1,0,78653.42,0
531.0,France,Female,48,8,101802.44,2,1,0,151279.63,1
810.0,France,Male,47,10,0.0,1,1,0,95454.27,0
696.0,France,Female,18,6,0.0,2,1,1,147391.56,0
492.0,France,Female,38,3,145931.18,2,1,1,158863.5,0
674.0,Germany,Male,31,3,103049.04,1,1,1,195632.74,0
560.0,Germany,Female,48,2,89309.09,1,1,0,71912.86,1
648.0,France,Female,58,3,0.0,1,1,0,30598.54,1
663.0,France,Female,55,5,121640.29,1,1,0,51305.79,0
637.0,Germany,Male,26,5,0.0,2,1,1,196693.05,0
765.0,France,Male,52,5,0.0,1,1,0,187991.78,0
663.0,Germany,Male,42,7,0.0,2,0,0,33488.24,0
617.0,Germany,Male,21,9,43630.35,2,1,0,18483.17,1
625.0,France,Male,53,3,206284.25,2,0,0,112716.04,1
554.0,France,Male,32,10,0.0,1,1,0,22904.03,1
449.0,Germany,Male,46,7,0.0,2,1,0,130265.01,0
612.0,France,Female,19,1,23525.21,2,1,1,127039.81,0
598.0,France,Female,31,1,102265.37,1,0,1,43805.55,0
437.0,France,Male,50,3,80473.79,2,1,1,47751.35,0
741.0,France,Male,18,1,132890.85,1,1,0,118995.11,0
605.0,France,Male,41,6,190807.41,2,1,0,156981.52,0
780.0,Spain,Female,27,6,0.0,1,1,1,169200.56,0
669.0,Germany,Female,52,4,0.0,1,0,0,155836.04,0
750.0,Spain,Female,40,1,198345.89,2,1,1,128796.93,0
639.0,France,Female,21,7,0.0,2,1,1,29170.74,0
641.0,Germany,Female,48,10,0.0,1,0,1,92214.05,0
692.0,Spain,Male,46,7,106697.28,2,0,1,72778.87,0
471.0,France,Male,42,7,10769.18,1,0,1,54959.23,0
757.0,France,Male,32,9,0.0,3,1,0,41517.13,1
661.0,Spain,Female,32,10,102131.69,1,0,1,154130.86,0
740.0,France,Male,47,2,129292.19,1,1,1,32691.33,0
567.0,France,Female,52,9,0.0,1,1,1,17822.99,0
685.0,Spain,Female,24,5,141468.59,2,0,1,97599.52,0
480.0,France,Male,37,7,0.0,2,0,1,82801.71,0
790.0,Spain,Male,42,6,0.0,1,1,1,199131.85,0
791.0,France,Male,32,4,118624.19,2,1,1,22542.16,0
736.0,France,Male,54,4,38738.71,2,1,1,49050.5,0
768.0,Germany,Female,34,1,61942.26,1,0,0,163663.3,0
563.0,Spain,Male,25,9,98825.93,1,1,0,26515.36,0
758.0,France,Male,20,6,0.0,1,0,0,95976.86,0
693.0,Germany,Male,38,10,62699.02,1,1,1,192104.05,0
770.0,Spain,Male,57,4,220222.46,1,1,0,1500.57,1
757.0,France,Male,46,1,7477.41,1,1,0,100835.52,0
511.0,France,Female,41,4,0.0,2,1,1,133079.68,0
660.0,France,Female,57,7,0.0,1,1,0,156979.72,0
691.0,France,Female,51,4,187369.65,1,1,1,183655.68,0
804.0,Germany,Female,47,8,50514.31,1,1,0,51647.71,1
595.0,Spain,Male,56,5,95936.71,2,1,0,25994.18,0
668.0,France,Male,42,8,0.0,2,0,0,140452.13,0
593.0,France,Male,52,0,200208.83,1,1,0,45804.42,0
487.0,France,Male,40,6,75289.9,2,1,1,190271.25,0
817.0,France,Female,38,1,152996.67,1,1,0,125649.06,0
470.0,Spain,Male,39,3,0.0,1,0,1,169696.72,0
708.0,Spain,Male,42,4,0.0,1,1,0,100351.27,0
727.0,France,Male,51,2,100139.04,2,1,1,38567.21,0
615.0,France,Female,33,5,113776.56,1,1,0,101205.66,0
580.0,Spain,Male,51,9,0.0,1,1,0,30494.31,0
601.0,Germany,Male,43,5,67858.49,2,1,1,133149.77,0
541.0,Germany,Male,29,4,25088.18,2,1,1,140928.67,0
636.0,France,Female,41,3,188935.16,1,0,0,57252.4,1
563.0,France,Male,47,8,30067.84,2,1,1,110758.86,0
586.0,France,Female,35,2,0.0,1,1,1,18931.11,0
735.0,Spain,Male,28,3,165190.05,2,0,1,176741.43,0
817.0,Spain,Male,49,3,110347.89,2,1,1,145342.29,1
360.0,Spain,Male,40,5,211487.96,2,1,1,183733.81,0
